"timestamp","ip","port","hostname","tag","ipmi_version","asn","geo","region","city","none_auth","md2_auth","md5_auth","passkey_auth","oem_auth","defaultkg","permessage_auth","userlevel_auth","usernames","nulluser","anon_login","error","deviceid","devicerev","firmwarerev","version","manufacturerid","manufacturername","productid","productname","naics","sic","sector"
"2018-03-24 00:30:02","103.207.36.14",623,,"ipmi","2.0",135905,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:30:06","58.84.3.134",623,,"ipmi","2.0",131366,"VN","HO CHI MINH","THANH PHO HO CHI MINH","yes","no","yes","yes","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:30:30","118.69.83.78",623,,"ipmi","2.0",18403,"VN","DONG NAI","BIEN HOA","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 00:30:41","103.27.60.194",623,,"ipmi","2.0",56150,"VN","VINH LONG","TAN BINH","no","yes","yes","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:30:41","118.70.178.66",623,,"ipmi","2.0",18403,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 00:31:08","42.115.221.80",623,,"ipmi","2.0",18403,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:32:57","58.84.3.161",623,,"ipmi","2.0",131366,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","yes","yes","no","yes","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:33:00","210.245.26.83",623,,"ipmi","2.0",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","no","yes","no","no","default","enabled","enabled","yes","no","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 00:33:01","125.212.206.35",623,,"ipmi","2.0",7552,"VN","HA NOI","HANOI","no","yes","yes","no","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:33:59","173.205.186.39",623,,"ipmi","2.0",33597,"VN","HA NOI","HANOI","no","yes","yes","yes","no","default","enabled","enabled","yes","yes","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:35:58","103.74.121.17",623,"sv121017.bkns.vn","ipmi","2.0",18403,"VN","HA NOI","HANOI","no","yes","yes","yes","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:35:58","103.199.18.253",623,,"ipmi","2.0",63734,"VN","HA NOI","HANOI","no","yes","yes","yes","no","default","enabled","enabled","yes","yes","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:36:07","210.245.26.82",623,,"ipmi","2.0",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","no","yes","no","no","default","enabled","enabled","yes","no","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 00:36:41","103.207.38.39",623,,"ipmi","2.0",45899,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:38:41","103.99.1.31",623,,"ipmi","2.0",135905,"VN","LAM DONG","DA LAT","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:39:23","23.228.110.126",623,,"ipmi","2.0",46573,"VN","THUA THIEN-HUE","HUE","yes","yes","yes","yes","no","default","disabled","enabled","yes","no","no",,,,,,,,,,518210,737401,"Communications"
"2018-03-24 00:39:39","125.212.206.39",623,,"ipmi","2.0",7552,"VN","HA NOI","HANOI","no","no","yes","no","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:40:51","125.212.206.41",623,,"ipmi","2.0",7552,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:41:54","103.207.38.63",623,,"ipmi","2.0",45899,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:42:55","183.80.254.105",623,,"ipmi","2.0",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","yes","yes","yes","no","default","enabled","enabled","yes","yes","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 00:43:00","118.69.195.197",623,,"ipmi","2.0",18403,"VN","HA NOI","HANOI","no","yes","yes","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 00:43:33","103.248.164.4",623,,"ipmi","2.0",131380,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:44:37","171.244.3.36",623,,"ipmi","2.0",38731,"VN","HA NOI","HANOI","no","yes","yes","yes","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:46:15","103.207.38.65",623,,"ipmi","2.0",45899,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:48:06","125.212.249.142",623,"vedla.arbining.com","ipmi","2.0",38731,"VN","DONG NAI","BIEN HOA","no","yes","yes","yes","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:48:09","103.74.121.16",623,"sv121016.bkns.vn","ipmi","2.0",18403,"VN","HA NOI","HANOI","no","yes","yes","yes","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:48:54","118.69.163.195",623,,"ipmi","1.5",18403,"VN","HA NOI","HANOI","yes","no","yes","yes","no","-","enabled","enabled","no","yes","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 00:50:01","103.99.1.9",623,,"ipmi","2.0",135905,"VN","LAM DONG","DA LAT","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:50:41","103.99.1.35",623,,"ipmi","2.0",135905,"VN","LAM DONG","DA LAT","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:51:47","103.74.120.82",623,"sv120082.bkns.vn","ipmi","2.0",18403,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:54:28","171.244.16.231",623,,"ipmi","2.0",38731,"VN","NGHE AN","VINH","no","no","yes","no","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:54:33","222.255.167.211",623,"sv7211.powernet.vn","ipmi","2.0",45899,"VN","DA NANG","DA NANG","no","yes","yes","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:55:19","101.96.122.7",623,"ci96.122-7.netnam.vn","ipmi","2.0",24173,"VN","HA NOI","HANOI","no","yes","yes","yes","no","default","enabled","enabled","yes","yes","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:56:17","103.99.1.29",623,,"ipmi","2.0",135905,"VN","LAM DONG","DA LAT","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:56:30","115.78.235.121",623,,"ipmi","2.0",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","no","yes","yes","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:56:31","103.207.38.45",623,,"ipmi","2.0",45899,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:57:37","103.207.38.43",623,,"ipmi","2.0",45899,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:58:05","45.118.139.2",623,,"ipmi","2.0",45557,"VN","BINH DUONG","THU DAU MOT","no","no","yes","no","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:59:23","58.84.3.162",623,,"ipmi","2.0",131366,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","yes","yes","no","yes","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 00:59:39","107.155.6.34",623,,"ipmi","2.0",21859,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","yes","yes","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,
"2018-03-24 01:01:07","58.84.3.146",623,,"ipmi","2.0",131366,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:02:46","123.25.27.39",623,"static.vnpt-hanoi.com.vn","ipmi","2.0",45899,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:03:06","171.244.16.230",623,,"ipmi","2.0",38731,"VN","NGHE AN","VINH","no","no","yes","no","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:03:46","58.84.3.156",623,,"ipmi","2.0",131366,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","yes","yes","no","yes","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:04:00","103.207.38.41",623,,"ipmi","2.0",45899,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:04:50","210.211.105.189",623,,"ipmi","2.0",38731,"VN","HA NOI","HANOI","no","yes","yes","yes","no","default","enabled","enabled","yes","yes","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:04:59","210.2.88.6",623,,"ipmi","2.0",24085,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","yes","yes","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:05:22","103.207.36.19",623,,"ipmi","2.0",135905,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:05:34","43.239.223.248",623,"dc223.kdata.vn","ipmi","2.0",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:07:05","210.245.22.250",623,"host-22-xx.hcm.fpt.vn","ipmi","1.5",18403,"VN","DONG NAI","BIEN HOA","yes","no","yes","yes","no","-","enabled","enabled","no","yes","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 01:08:30","210.245.24.35",623,,"ipmi","1.5",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH","yes","no","yes","yes","no","-","enabled","enabled","no","yes","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 01:08:38","203.162.253.152",623,"static.vnpt.vn","ipmi","2.0",45899,"VN","HA NOI","HANOI","no","yes","yes","yes","no","default","enabled","enabled","yes","yes","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:09:38","103.207.38.27",623,,"ipmi","2.0",45899,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:09:40","58.84.2.6",623,,"ipmi","2.0",131366,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:09:53","103.199.18.254",623,,"ipmi","2.0",63734,"VN","HA NOI","HANOI","no","yes","yes","yes","no","default","enabled","enabled","yes","yes","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:10:51","103.207.36.13",623,,"ipmi","2.0",135905,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:11:37","103.207.38.53",623,,"ipmi","2.0",45899,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:11:59","183.80.254.107",623,,"ipmi","2.0",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","yes","yes","yes","no","default","enabled","enabled","yes","yes","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 01:13:11","221.132.18.18",623,,"ipmi","2.0",45899,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:13:18","210.245.126.151",623,,"ipmi","1.5",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH","yes","no","yes","yes","no","-","enabled","enabled","no","yes","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 01:14:05","118.69.81.135",623,,"ipmi","2.0",18403,"VN","DONG NAI","BIEN HOA","no","no","yes","yes","no","default","enabled","enabled","yes","no","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 01:14:11","103.28.37.30",623,,"ipmi","2.0",131353,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:14:26","210.245.26.122",623,,"ipmi","2.0",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","no","yes","no","no","default","enabled","enabled","yes","no","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 01:14:51","123.31.31.142",623,"localhost","ipmi","2.0",45899,"VN","HA NOI","HANOI","no","yes","yes","no","no","default","disabled","disabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:15:24","103.207.36.15",623,,"ipmi","2.0",135905,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:16:15","210.245.26.85",623,,"ipmi","2.0",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 01:16:43","103.42.57.82",623,"57-82.tgs.com.vn","ipmi","2.0",45899,"VN","HA NOI","HANOI","no","yes","yes","yes","no","default","enabled","enabled","yes","yes","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:16:57","203.162.121.45",623,"smtp.vnblackberryproject.com","ipmi","2.0",45899,"VN","HA NOI","HANOI","no","no","yes","no","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:17:28","123.30.249.176",623,"static.vnpt.vn","ipmi","2.0",45899,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:17:57","103.99.1.19",623,,"ipmi","2.0",135905,"VN","LAM DONG","DA LAT","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:19:03","103.207.38.37",623,,"ipmi","2.0",45899,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:19:05","103.99.1.17",623,,"ipmi","2.0",135905,"VN","LAM DONG","DA LAT","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:19:40","210.86.231.58",623,"webmail.vast.ac.vn","ipmi","1.5",24173,"VN","HA NOI","HANOI","yes","no","yes","yes","no","-","enabled","enabled","no","yes","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:19:42","103.207.38.33",623,,"ipmi","2.0",45899,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:20:00","221.132.37.87",623,"m87.filter.lnk.com.vn","ipmi","2.0",45899,"VN","HA NOI","HANOI","no","yes","yes","yes","no","default","disabled","disabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:20:37","210.211.126.16",623,,"ipmi","2.0",38731,"VN","HA NOI","HANOI","no","no","yes","yes","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:21:45","103.99.1.23",623,,"ipmi","2.0",135905,"VN","LAM DONG","DA LAT","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:22:14","58.84.3.155",623,,"ipmi","2.0",131366,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","yes","yes","no","yes","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:22:35","119.17.200.44",623,"static.netnam.vn","ipmi","2.0",24173,"VN","HA NOI","HANOI","no","yes","yes","no","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:22:42","210.245.26.84",623,,"ipmi","2.0",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","yes","yes","no","no","default","enabled","enabled","yes","no","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 01:23:03","14.225.5.217",623,,"ipmi","2.0",135905,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:23:06","58.84.3.150",623,,"ipmi","2.0",131366,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","yes","yes","no","yes","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:23:12","103.99.1.37",623,,"ipmi","2.0",135905,"VN","LAM DONG","DA LAT","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:23:38","42.112.16.122",623,,"ipmi","2.0",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","yes","yes","no","yes","default","enabled","enabled","yes","no","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 01:25:13","125.212.250.158",623,,"ipmi","2.0",38731,"VN","DONG NAI","BIEN HOA","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:25:53","118.69.83.77",623,,"ipmi","2.0",18403,"VN","DONG NAI","BIEN HOA","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 01:26:08","202.78.227.41",623,,"ipmi","2.0",24085,"VN","HO CHI MINH","THANH PHO HO CHI MINH","yes","yes","yes","yes","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:27:36","125.212.241.161",623,"hisella.com","ipmi","2.0",38731,"VN","HA NOI","HANOI","no","yes","yes","yes","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:27:53","58.84.3.163",623,,"ipmi","2.0",131366,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","yes","yes","no","yes","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:31:15","202.78.227.28",623,"salan.biz","ipmi","2.0",24085,"VN","HO CHI MINH","THANH PHO HO CHI MINH","yes","yes","yes","yes","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:32:17","103.99.1.41",623,,"ipmi","2.0",135905,"VN","LAM DONG","DA LAT","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:33:23","210.245.126.185",623,,"ipmi","1.5",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH","yes","no","yes","yes","no","-","enabled","enabled","no","yes","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 01:34:16","58.84.3.135",623,,"ipmi","2.0",131366,"VN","HO CHI MINH","THANH PHO HO CHI MINH","yes","no","yes","yes","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:35:40","120.72.84.64",623,,"ipmi","2.0",24085,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","yes","yes","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:36:00","115.146.123.109",623,,"ipmi","2.0",38732,"VN","HA NOI","HANOI","no","no","yes","yes","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:36:05","123.31.42.117",623,"localhost","ipmi","2.0",45899,"VN","HA NOI","HANOI","no","yes","yes","yes","no","default","enabled","enabled","yes","yes","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:37:41","210.245.126.178",623,,"ipmi","1.5",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH","yes","no","yes","yes","no","-","enabled","enabled","no","yes","no",,,,,,,,,,518111,737401,"Communications"
"2018-03-24 01:38:58","103.99.1.21",623,,"ipmi","2.0",135905,"VN","LAM DONG","DA LAT","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:40:09","58.84.3.151",623,,"ipmi","2.0",131366,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","yes","yes","no","yes","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:40:46","103.99.1.13",623,,"ipmi","2.0",135905,"VN","LAM DONG","DA LAT","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:43:01","23.228.65.142",623,,"ipmi","2.0",46573,"VN","VIET NAM","?","yes","yes","yes","yes","no","default","disabled","enabled","yes","no","no",,,,,,,,,,518210,737401,"Communications"
"2018-03-24 01:43:28","103.207.38.31",623,,"ipmi","2.0",45899,"VN","HA NOI","HANOI","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:43:53","1.53.252.97",623,,"ipmi","2.0",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH","no","no","yes","yes","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:44:19","103.74.121.11",623,"sv121011.bkns.vn","ipmi","2.0",18403,"VN","HA NOI","HANOI","no","yes","yes","yes","no","default","enabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:46:01","103.99.1.7",623,,"ipmi","2.0",135905,"VN","LAM DONG","DA LAT","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:47:57","203.162.253.200",623,"static.vnpt.vn","ipmi","2.0",45899,"VN","HA NOI","HANOI","no","yes","yes","yes","no","default","enabled","enabled","yes","yes","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:48:16","103.99.1.39",623,,"ipmi","2.0",135905,"VN","LAM DONG","DA LAT","no","no","no","no","no","default","disabled","enabled","yes","no","no",,,,,,,,,,0,0,"Communications"
"2018-03-24 01:48:21","124.158.5.77",623,,"ipmi","2.0",38732,"VN","HA NOI","HANOI","no","no","yes","no","no","default","enabled","enabled","yes","no","yes",,,,,,,,,,0,0,"Communications"
