"timestamp","ip","protocol","port","hostname","tag","quote","asn","geo","region","city","naics","sic","sector"
"2018-03-24 10:34:09","115.78.228.15","udp",17,,"qotd","_We have no more right to consume happiness without producing it than to?? consume wealth without producing it._ George Bernard Shaw (1856-1950)?",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,"Communications"
"2018-03-24 10:40:44","118.69.175.106","udp",17,,"qotd","_My spelling is Wobbly.  It's good spelling but it Wobbles, and the letters?? get in the wrong places._ A. A. Milne (1882-1958)?",18403,"VN","HA NOI","HANOI",518111,737401,"Communications"
"2018-03-24 10:41:45","113.190.254.28","udp",17,"static.vnpt-hanoi.com.vn","qotd","_We want a few mad people now. See where the sane ones have landed us!_?? George Bernard Shaw (1856-1950)?",45899,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 10:43:33","103.21.148.130","udp",17,,"qotd","_My spelling is Wobbly.  It's good spelling but it Wobbles, and the letters?? get in the wrong places._ A. A. Milne (1882-1958)?",38732,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 10:53:43","183.91.4.208","udp",17,"mail.tanco.vn","qotd","_Here's the rule for bargains: _Do other men, for they would do you._?? That's the true business precept._ Charles Dickens (1812-70)??",45903,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 10:55:08","45.117.81.211","udp",17,,"qotd","_My spelling is Wobbly.  It's good spelling but it Wobbles, and the letters?? get in the wrong places._ A. A. Milne (1882-1958)?",131353,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 10:55:19","210.211.124.201","udp",17,,"qotd","_Man can climb to the highest summits, but he cannot dwell there long._?? George Bernard Shaw (1856-1950)?",38731,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 10:55:31","123.30.236.99","udp",17,"static.vnpt.vn","qotd","_Assassination is the extreme form of censorship._?? George Bernard Shaw (1856-1950)?",45899,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 10:58:46","180.148.5.180","udp",62657,,"qotd","_We want a few mad people now. See where the sane ones have landed us!_?? George Bernard Shaw (1856-1950)?",45557,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,"Communications"
"2018-03-24 11:00:35","113.160.249.165","udp",17,"mail.vkhospital.com.vn","qotd","_My spelling is Wobbly.  It's good spelling but it Wobbles, and the letters?? get in the wrong places._ A. A. Milne (1882-1958)??",45899,"VN","KHANH HOA","NHA TRANG",0,0,"Communications"
"2018-03-24 11:02:17","117.6.129.159","udp",17,,"qotd","_The secret of being miserable is to have leisure to bother about whether?? you are happy or not.  The cure for it is occupation._?? George Bernard Shaw (1856-1950)??",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,"Communications"
"2018-03-24 11:06:00","1.54.250.40","udp",17,,"qotd","_We have no more right to consume happiness without producing it than to?? consume wealth without producing it._ George Bernard Shaw (1856-1950)?",18403,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 11:11:53","14.169.93.236","udp",17,"static.vnpt.vn","qotd","_Oh the nerves, the nerves; the mysteries of this machine called man!?? Oh the little that unhinges it, poor creatures that we are!_?? Charles Dickens (1812-70)?",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,"Communications"
"2018-03-24 11:15:35","202.60.104.35","udp",17,,"qotd","_When a stupid man is doing something he is ashamed of, he always declares?? that it is his duty._ George Bernard Shaw (1856-1950)??",24088,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 11:16:36","14.225.3.30","udp",17,,"qotd","_Man can climb to the highest summits, but he cannot dwell there long._?? George Bernard Shaw (1856-1950)?",45899,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 11:18:00","123.30.176.30","udp",17,"talaweb.com","qotd","_Assassination is the extreme form of censorship._?? George Bernard Shaw (1856-1950)??",45899,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 11:19:45","203.162.127.18","udp",17,"static.vnpt.vn","qotd","_A wonderful fact to reflect upon, that every human creature is constituted?? to be that profound secret and mystery to every other._?? Charles Dickens (1812-70)?",45899,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 11:20:03","113.190.252.202","udp",17,"static.vnpt-hanoi.com.vn","qotd","_Oh the nerves, the nerves; the mysteries of this machine called man!?? Oh the little that unhinges it, poor creatures that we are!_?? Charles Dickens (1812-70)?",45899,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 11:22:51","223.27.104.30","udp",17,"mail.ndscorp.vn","qotd","_The secret of being miserable is to have leisure to bother about whether?? you are happy or not.  The cure for it is occupation._?? George Bernard Shaw (1856-1950)?",56146,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 11:28:12","210.245.86.132","udp",17,,"qotd","_In Heaven an angel is nobody in particular._ George Bernard Shaw (1856-1950)??",18403,"VN","HA NOI","HANOI",518111,737401,"Communications"
"2018-03-24 11:29:04","210.211.126.169","udp",17,,"qotd","_A wonderful fact to reflect upon, that every human creature is constituted?? to be that profound secret and mystery to every other._?? Charles Dickens (1812-70)?",38731,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 11:29:19","125.212.220.237","udp",17,,"qotd","_A wonderful fact to reflect upon, that every human creature is constituted?? to be that profound secret and mystery to every other._?? Charles Dickens (1812-70)?",38731,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 11:30:10","113.160.1.70","udp",17,"static.vnpt-hanoi.com.vn","qotd","_My spelling is Wobbly.  It's good spelling but it Wobbles, and the letters?? get in the wrong places._ A. A. Milne (1882-1958)??",45899,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 11:30:29","14.243.73.34","udp",17,"static.vnpt.vn","qotd","_Here's the rule for bargains: _Do other men, for they would do you._?? That's the true business precept._ Charles Dickens (1812-70)?",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,"Communications"
"2018-03-24 11:34:09","45.119.82.134","udp",17,,"qotd","_Here's the rule for bargains: _Do other men, for they would do you._?? That's the true business precept._ Charles Dickens (1812-70)?",131386,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 11:37:06","45.117.81.50","udp",17,,"qotd","_Oh the nerves, the nerves; the mysteries of this machine called man!?? Oh the little that unhinges it, poor creatures that we are!_?? Charles Dickens (1812-70)?",131353,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 11:44:37","123.30.181.14","udp",17,"static.vnpt.vn","qotd","_The secret of being miserable is to have leisure to bother about whether?? you are happy or not.  The cure for it is occupation._?? George Bernard Shaw (1856-1950)??",45899,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 11:46:20","222.252.29.23","udp",17,"static.vnpt-hanoi.com.vn","qotd","_Here's the rule for bargains: _Do other men, for they would do you._?? That's the true business precept._ Charles Dickens (1812-70)?",45899,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 11:46:33","113.160.163.177","udp",17,"static.vnpt.vn","qotd","_A wonderful fact to reflect upon, that every human creature is constituted?? to be that profound secret and mystery to every other._?? Charles Dickens (1812-70)?",45899,"VN","BAC KAN","BAC KAN",0,0,"Communications"
"2018-03-24 11:50:21","1.55.145.7","udp",17,,"qotd","_We want a few mad people now. See where the sane ones have landed us!_?? George Bernard Shaw (1856-1950)?",18403,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 11:52:59","14.177.147.157","udp",17,"static.vnpt.vn","qotd","_We want a few mad people now. See where the sane ones have landed us!_?? George Bernard Shaw (1856-1950)?",45899,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 11:54:41","113.161.204.149","udp",17,"static.vnpt.vn","qotd","_We want a few mad people now. See where the sane ones have landed us!_?? George Bernard Shaw (1856-1950)?",45899,"VN","CAN THO","CAN THO",0,0,"Communications"
"2018-03-24 11:55:52","45.117.81.188","udp",17,,"qotd","_A wonderful fact to reflect upon, that every human creature is constituted?? to be that profound secret and mystery to every other._?? Charles Dickens (1812-70)?",131353,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 11:56:59","45.117.82.48","udp",17,,"qotd","_A wonderful fact to reflect upon, that every human creature is constituted?? to be that profound secret and mystery to every other._?? Charles Dickens (1812-70)?",131353,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 11:56:59","42.116.254.253","udp",17,,"qotd","_We want a few mad people now. See where the sane ones have landed us!_?? George Bernard Shaw (1856-1950)?",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,"Communications"
"2018-03-24 12:00:09","210.245.85.46","udp",17,"mail.bvsc.com.vn","qotd","_When a stupid man is doing something he is ashamed of, he always declares?? that it is his duty._ George Bernard Shaw (1856-1950)?",18403,"VN","HA NOI","HANOI",518111,737401,"Communications"
"2018-03-24 12:06:14","118.69.218.78","udp",17,,"qotd","_We have no more right to consume happiness without producing it than to?? consume wealth without producing it._ George Bernard Shaw (1856-1950)??",18403,"VN","HA NOI","HANOI",518111,737401,"Communications"
"2018-03-24 12:07:23","42.116.22.7","udp",17,"smtp.cathaylife.com.vn","qotd","_When a stupid man is doing something he is ashamed of, he always declares?? that it is his duty._ George Bernard Shaw (1856-1950)??",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,"Communications"
"2018-03-24 12:07:26","42.112.125.55","udp",17,,"qotd","_The secret of being miserable is to have leisure to bother about whether?? you are happy or not.  The cure for it is occupation._?? George Bernard Shaw (1856-1950)??",18403,"VN","HA NOI","HANOI",518111,737401,"Communications"
"2018-03-24 12:08:10","45.124.94.209","udp",17,,"qotd","_My spelling is Wobbly.  It's good spelling but it Wobbles, and the letters?? get in the wrong places._ A. A. Milne (1882-1958)?",45899,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 12:09:11","42.112.241.11","udp",17,,"qotd","_My spelling is Wobbly.  It's good spelling but it Wobbles, and the letters?? get in the wrong places._ A. A. Milne (1882-1958)?",18403,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 12:13:51","45.117.82.18","udp",17,,"qotd","_We want a few mad people now. See where the sane ones have landed us!_?? George Bernard Shaw (1856-1950)?",131353,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 12:17:31","42.119.27.6","udp",17,,"qotd","_Assassination is the extreme form of censorship._?? George Bernard Shaw (1856-1950)??",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,"Communications"
"2018-03-24 12:20:43","210.211.119.89","udp",17,,"qotd","_Oh the nerves, the nerves; the mysteries of this machine called man!?? Oh the little that unhinges it, poor creatures that we are!_?? Charles Dickens (1812-70)??",38731,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,"Communications"
"2018-03-24 12:24:46","113.160.106.78","udp",17,"mail.sinchi.vn","qotd","_My spelling is Wobbly.  It's good spelling but it Wobbles, and the letters?? get in the wrong places._ A. A. Milne (1882-1958)?",45899,"VN","HAI PHONG","HAI PHONG",0,0,"Communications"
"2018-03-24 12:27:19","58.187.121.103","udp",17,,"qotd","_Man can climb to the highest summits, but he cannot dwell there long._?? George Bernard Shaw (1856-1950)?",18403,"VN","HA NOI","HANOI",518111,737401,"Communications"
"2018-03-24 12:30:05","210.245.21.178","udp",17,,"qotd","_We want a few mad people now. See where the sane ones have landed us!_?? George Bernard Shaw (1856-1950)?",18403,"VN","DONG NAI","BIEN HOA",518111,737401,"Communications"
"2018-03-24 12:32:25","118.68.208.163","udp",17,,"qotd","_We have no more right to consume happiness without producing it than to?? consume wealth without producing it._ George Bernard Shaw (1856-1950)?",18403,"VN","DA NANG","DA NANG",518111,737401,"Communications"
"2018-03-24 12:37:16","222.253.253.190","udp",17,"static.vnpt.vn","qotd","_When a stupid man is doing something he is ashamed of, he always declares?? that it is his duty._ George Bernard Shaw (1856-1950)??",45899,"VN","AN GIANG","LONG AN",0,0,"Communications"
"2018-03-24 12:39:18","113.160.162.131","udp",17,"static.vnpt.vn","qotd","_When a stupid man is doing something he is ashamed of, he always declares?? that it is his duty._ George Bernard Shaw (1856-1950)??",45899,"VN","BAC KAN","BAC KAN",0,0,"Communications"
"2018-03-24 12:42:17","210.245.83.136","udp",17,,"qotd","_Here's the rule for bargains: _Do other men, for they would do you._?? That's the true business precept._ Charles Dickens (1812-70)??",18403,"VN","HA NOI","HANOI",518111,737401,"Communications"
"2018-03-24 12:44:17","125.212.252.120","udp",17,,"qotd","_The secret of being miserable is to have leisure to bother about whether?? you are happy or not.  The cure for it is occupation._?? George Bernard Shaw (1856-1950)?",38731,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,"Communications"
"2018-03-24 12:49:00","203.162.27.190","udp",17,"static.vnpt.vn","qotd","_We want a few mad people now. See where the sane ones have landed us!_?? George Bernard Shaw (1856-1950)??",45899,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 12:54:24","14.164.43.251","udp",17,"static.vnpt.vn","qotd","_Oh the nerves, the nerves; the mysteries of this machine called man!?? Oh the little that unhinges it, poor creatures that we are!_?? Charles Dickens (1812-70)?",45899,"VN","CAN THO","CAN THO",0,0,"Communications"
"2018-03-24 12:55:58","103.28.39.45","udp",17,,"qotd","_We want a few mad people now. See where the sane ones have landed us!_?? George Bernard Shaw (1856-1950)?",131353,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 12:58:22","183.91.184.95","udp",17,,"qotd","_Man can climb to the highest summits, but he cannot dwell there long._?? George Bernard Shaw (1856-1950)?",131127,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,"Communications"
"2018-03-24 13:00:58","115.84.183.7","udp",17,,"qotd","_The secret of being miserable is to have leisure to bother about whether?? you are happy or not.  The cure for it is occupation._?? George Bernard Shaw (1856-1950)?",38731,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 13:01:48","42.117.87.50","udp",17,,"qotd","_A wonderful fact to reflect upon, that every human creature is constituted?? to be that profound secret and mystery to every other._?? Charles Dickens (1812-70)?",18403,"VN","HA NOI","HANOI",0,0,"Communications"
"2018-03-24 13:02:10","42.117.7.46","udp",17,,"qotd","_We have no more right to consume happiness without producing it than to?? consume wealth without producing it._ George Bernard Shaw (1856-1950)?",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,"Communications"
"2018-03-24 13:12:25","113.160.147.56","udp",17,"static.vnpt.vn","qotd","_Here's the rule for bargains: _Do other men, for they would do you._?? That's the true business precept._ Charles Dickens (1812-70)?",45899,"VN","PHU THO","VIET TRI",0,0,"Communications"
